tweets,likes,time,source,retweets,tweet_length,zitat
"Das Abnehm-Projekt „Fußballfans im Training“ läuft seit etwa einem Monat wieder im BORUSSIA-PARK. 

In Zusammenarbeit mit dem Institut für Therapie- &amp; Gesundheitsforschung in Kiel und @Krebshilfe_Bonn führen #dieFohlen das Programm schon zum 4️⃣. Mal durch.

Erfahrt mehr ⤵",39,2022-03-09 15:06:39+00:00,Twitter for Advertisers,2,277,0
"Alassane Plea und Jonas Hofmann sind für den #BundesligaPOTM Februar nominiert! 🏅
Hier könnt ihr für Lasso und Hoffi 𝗮𝗯𝘀𝘁𝗶𝗺𝗺𝗲𝗻. ⤵
 
🗳 https://t.co/h28Qm3ULUl https://t.co/m4ugasUjqj",143,2022-03-09 14:05:53+00:00,Twitter Web App,3,181,0
"Dank einer Ausnahmegenehmigung der Stadt darf Borussia ihr Heimspiel gegen @HerthaBSC vor 34.500 Zuschauern bestreiten. 

🎫 Der Ticket-Vorverkauf für Mitglieder läuft - der freie Vorverkauf startet heute um 18 Uhr. ⤵",144,2022-03-09 13:13:32+00:00,Twitter for Advertisers,8,216,0
ℹ️ Adi Hütters PCR-Test ist positiv. Bei der morgigen Pressekonferenz wird ihn Co-Trainer Christian Peintinger vertreten und neben Sportdirektor Roland Virkus auf dem Podium Platz nehmen. https://t.co/3pO6XcUrAs,188,2022-03-09 10:08:18+00:00,Twitter Web App,8,211,0
"Happy Birthday, @kbennetts_11! 🥳 Nur das Beste für dein neues Lebensjahr 💚 https://t.co/E5DQoksu8a",284,2022-03-09 07:30:11+00:00,Facelift-Cloud,8,98,0
"Beim Heimspiel gegen Hertha BSC sammeln die Frauen und Freundinnen der Borussia-Spieler Sachspenden für die Menschen in der Ukraine.

⬇ Alle Infos zur Aktion und was benötigt wird ⬇

#borussiahilft #fohlenverantwortung #unzähmbar #stopwar #standwithukraine",169,2022-03-08 20:40:36+00:00,Twitter for Advertisers,11,256,0
"Alle Borussen mit einer ""Saisonkarte Stehplatz"" können sich ab jetzt Tickets für #BMGBSC sichern.

👉 https://t.co/7RwN4QOQU2 https://t.co/8QGs7vQbL8",49,2022-03-08 17:15:06+00:00,Twitter Web App,2,148,0
Im Rahmen der rund 90-minütigen Einheit  standen vor allem verschiedene Spielformen im Fokus. Unter anderem absolvierten #dieFohlen viele Zwei-gegen-Zwei- und Drei-gegen-Drei-Duelle.,44,2022-03-08 14:46:55+00:00,Twitter Web App,1,182,0
3️⃣🆚3️⃣ #DieFohlen https://t.co/QWeGgJfQTF,114,2022-03-08 14:43:35+00:00,Twitter for iPhone,2,42,0
#DieFohlen sind in die neue Trainingswoche gestartet! @stindl28 und Marvin Friedrich konnten dabei wieder Teile des Teamtrainings absolvieren.,93,2022-03-08 13:45:26+00:00,Twitter for Advertisers,1,142,0
Co-Trainer Frank Geideck hat dagegen schon Gewissheit und sich nach einem positiven PCR-Test in Quarantäne begeben.,112,2022-03-08 12:13:11+00:00,Twitter Web App,3,115,0
Adi Hütter konnte das Training am Dienstagvormittag aufgrund eines unklaren Ergebnisses beim regelmäßigen Corona-Schnelltest nicht leiten. Das Ergebnis des PCR-Tests liegt noch nicht vor. (1/2) https://t.co/CqKcsvfn5W,219,2022-03-08 12:13:00+00:00,Twitter Web App,8,217,0
"@161_marv @HerthaBSC Das kann möglich sein. Wie viele Zuschauer final zugelassen sein werden, steht zum aktuellen Zeitpunkt noch nicht fest. Wir sind dazu mit den zuständigen Behörden im Austausch und informieren euch, sobald es feststeht.",26,2022-03-08 09:51:09+00:00,Twitter Web App,1,239,0
"Endlich füllt sich der BORUSSIA-PARK wieder! 🏟️💚

Sei dabei und unterstütze #dieFohlen beim Heimspiel gegen @HerthaBSC. #BMGBSC

👉 https://t.co/7RwN4QOQU2 https://t.co/Mh0nk9Txrs",97,2022-03-08 09:30:00+00:00,Twitter Web App,4,178,0
"Jede Menge Frauenpower in der Borussia-Familie ✊
Wir feiern euch – jeden Tag! 💚

#Weltfrauentag #IWD2022 https://t.co/LyqG3Ep8UQ",191,2022-03-08 08:24:35+00:00,Twitter Web App,6,128,0
"Beim kommenden Heimspiel dürfen mindestens 25.000 Zuschauer den BORUSSIA-PARK besuchen. Alle „Dauerkarten Plus“ &amp; „Saisonkarten auf Sitzplätzen"" werden automatisch freigeschaltet. Für ""Saisonkarteninhaber Stehplatz"" startet am morgigen Dienstag (18:00 Uhr) der Verkauf. #BMGBSC",80,2022-03-07 16:18:28+00:00,Twitter for Advertisers,6,281,0
"ℹ️ In vielen Bereichen des BORUSSIA-PARK gilt wieder die 3G-Regel. Das heißt geimpfte, genesene oder getestete Personen haben Zugang zum Beispiel zum FohlenShop oder der FohlenSportsbar.

Wo sonst noch die 3G-Regelung greift und wo es zunächst bei 2G-plus bleibt ⤵️",60,2022-03-07 16:18:16+00:00,Twitter for Advertisers,3,265,0
So bereiten sich #dieFohlen auf das Heimspiel gegen @HerthaBSC vor ⚽🏋️‍♂️ https://t.co/B110BRuQYa,121,2022-03-07 10:37:14+00:00,Twitter Web App,3,97,0
"Eine 2:0-Führung aus der Hand gegeben, ein weiterer Ausfall im Defensivbereich und eine wichtige Botschaft auf den Aufwärmshirts – alles Wichtige zu #VFBBMG lest ihr jetzt im Nachbericht 👇",113,2022-03-06 13:33:13+00:00,Twitter for Advertisers,2,188,0
Jonas Hofmann hat sich heute den Fragen zu #VFBBMG gestellt. Zum Interview 👇,91,2022-03-06 12:33:35+00:00,Twitter for Advertisers,2,76,0
"Da wird geprügelt, getreten, das ist rohe Gewalt und kein deeskalierendes Einschreiten. Das muss aufgearbeitet werden. Beide Vereine stehen seit gestern im Austausch, die @PP_Stuttgart ermittelt. Wir warten auf eine lückenlose Aufklärung unserer Kollegen aus Stuttgart.“ (2/2)",633,2022-03-06 11:19:55+00:00,Twitter Web App,16,276,0
"Zum Ende von #VFBBMG hat es im Gästeblock Auseinandersetzungen zwischen Ordnern und Fans gegeben, bei denen es Verletzte gab. Die Bilder, die uns bisher vorliegen, sprechen nicht für ein angemessenes Vorgehen des Ordnungsdienstes. (1/2)",869,2022-03-06 11:19:33+00:00,Twitter Web App,24,236,0
"🎙 @YannSommer1 über die Niederlage. 

Alle Stimmen zu #VFBBMG ⤵",111,2022-03-05 20:24:27+00:00,Twitter for Advertisers,5,63,0
"Und Schluss. #DieFohlen verlieren in Stuttgart.

#Bundesliga #VFBBMG https://t.co/TccanBq2iT",425,2022-03-05 19:23:40+00:00,Twitter Web App,19,92,0
"90': Vier Minuten gibt es obendrauf.

#Bundesliga #VFBBMG 3:2 https://t.co/0IyU8iqzyX",46,2022-03-05 19:19:25+00:00,Twitter Web App,1,85,1
"5 Minuten noch. Jetzt KOMMT! 

#Bundesliga #VFBBMG 3:2",52,2022-03-05 19:14:30+00:00,Twitter Web App,1,54,0
"84': Nächster Wechsel.

⬅️ @alassane_plea 
➡️ Luca Netz

#Bundesliga #VFBBMG 3:2 https://t.co/RzzTZ98GSW",32,2022-03-05 19:13:50+00:00,Twitter Web App,1,104,1
"83': Da ist es passiert... Stuttgart dreht das Spiel.

#Bundesliga #VFBBMG 3:2",754,2022-03-05 19:11:25+00:00,Twitter Web App,8,78,1
"81': @jjscally_10 sieht Gelb.

#Bundesliga #VFBBMG 2:2",36,2022-03-05 19:10:54+00:00,Twitter Web App,2,54,1
"72': Erster Wechsel bei der #FohlenElf.

⬅️ Manu Koné
➡️ Breel Embolo

#Bundesliga #VFBBMG 2:2 https://t.co/XcQ3B0slJK",44,2022-03-05 19:01:13+00:00,Twitter Web App,1,118,1
+1 https://t.co/9jkU8RGns8,95,2022-03-05 18:54:49+00:00,Twitter Web App,1,26,0
"Mehr, Jungs. Mehr! ✊

#Bundesliga #VFBBMG 2:2 https://t.co/Azt6R5poyl",53,2022-03-05 18:48:52+00:00,Twitter Web App,1,69,0
Abgeblockt. 😑,19,2022-03-05 18:43:43+00:00,Twitter Web App,1,13,0
"54': Freistoß aus guter Position. Lasso und Ramy stehen bereit... 🙏

#Bundesliga #VFBBMG 2:2",49,2022-03-05 18:43:03+00:00,Twitter Web App,1,92,1
"50': Ausgleich.

#Bundesliga #VFBBMG 2:2",84,2022-03-05 18:39:00+00:00,Twitter Web App,3,40,1
"46': Der Ball rollt wieder. Bringt das Ding nach Hause! 

#Bundesliga #VFBBMG 1:2 https://t.co/ueFm5Xe4jQ",49,2022-03-05 18:33:40+00:00,Twitter Web App,1,105,1
ZUSAMMEN! #DieFohlen https://t.co/loGlEu8U4r,157,2022-03-05 18:21:43+00:00,Twitter Web App,8,44,0
"⏸️ Knappe Führung zur Pause! Die Stuttgarter sind aktiver, #dieFohlen jedoch eiskalt.

#Bundesliga #VFBBMG 1:2 https://t.co/7OBdb8vqhG",116,2022-03-05 18:17:15+00:00,Twitter Web App,5,134,0
"5⃣ Minuten noch bis zur Pause. Konzentriert bleiben! 💥

#Bundesliga #VFBBMG 1:2 https://t.co/vp9HbkBLxV",59,2022-03-05 18:11:27+00:00,Twitter Web App,3,103,0
"38': Anschluss 🙄

#Bundesliga #VFBBMG 1:2",62,2022-03-05 18:08:38+00:00,Twitter Web App,3,41,1
JOE! 💪🚧,103,2022-03-05 18:07:07+00:00,Twitter Web App,4,7,0
"35': WAS. FÜR. EINE. KOMBINATION! 🤩

#Bundesliga #VFBBMG 0:2 https://t.co/7xDaPXoS9f",149,2022-03-05 18:06:08+00:00,Twitter Web App,10,84,1
1900 ⚫️⚪️🟢,155,2022-03-05 18:00:08+00:00,Twitter Web App,7,10,0
"26': Gelb für @bensebainiRams. Seine fünfte. 🟨

#Bundesliga #VFBBMG 0:1",55,2022-03-05 17:57:38+00:00,Twitter Web App,2,71,1
"22': Dagegen halten 👊

#Bundesliga #VFBBMG 0:1 https://t.co/Vpd0npnR79",66,2022-03-05 17:52:08+00:00,Twitter Web App,3,70,1
"⏰1⃣4⃣👕 Minute 14, Nummer 14. Passt. 

#Bundesliga #VFBBMG 0:1 https://t.co/tWO5muE0CS",100,2022-03-05 17:48:20+00:00,Twitter Web App,5,85,0
"14': LASSO! FÜHRUNG!

#Bundesliga #VFBBMG 0:1 @alassane_plea https://t.co/EERfZrdeZK",189,2022-03-05 17:44:52+00:00,Twitter Web App,13,84,1
YANN! SOMMER! 🙏,225,2022-03-05 17:41:49+00:00,Twitter Web App,5,15,0
"8': Wilde Anfangsphase. 

#Bundesliga #VFBBMG 0:0 https://t.co/LhK1IYntKh",45,2022-03-05 17:37:50+00:00,Twitter Web App,3,73,1
"1': Auf geht's, Jungs! 👏

#Bundesliga #VFBBMG 0:0",61,2022-03-05 17:31:53+00:00,Twitter Web App,2,49,1
⏳ #VFBBMG 🔥 #Bundesliga ⏳ https://t.co/6JAWyUav1Y,70,2022-03-05 17:21:24+00:00,Twitter for iPhone,4,49,0
"📻 Das @Bitburger #FohlenRadio ist jetzt LIVE! Das Auswärtsspiel in Stuttgart kommentieren @tilli131 und @HrKapellmeister für euch. 🤩

📲 https://t.co/Muua60Yl3f
💻 https://t.co/NlfevkSEWr

#Bundesliga #VFBBMG https://t.co/St90HZ1gID",29,2022-03-05 17:20:00+00:00,Twitter Web App,2,230,0
"👋😃

#Bundesliga #VFBBMG https://t.co/BU72Y0veH9",105,2022-03-05 17:12:46+00:00,Twitter Web App,2,47,0
"𝗦𝘁𝗼𝗽 𝗪𝗮𝗿! 🇺🇦

#BorussiaHilft #Unzähmbar #FohlenVerantwortung  #StandWithUkraine https://t.co/AKlUYKZIWB",325,2022-03-05 17:05:18+00:00,Twitter Web App,30,103,0
"Einschwören aus Spiel! 

📺 #VFBBMG live @SkySportDE 
↪️ https://t.co/qlMGdOqYLg https://t.co/Vj9zkEurAp",67,2022-03-05 16:58:04+00:00,Twitter for iPhone,3,103,0
"Checkt die #FohlenApp für alle Infos zum Spiel und Liveticker 😉

#Bundesliga #VFBBMG https://t.co/1xtUwbNC1V",49,2022-03-05 16:50:00+00:00,Twitter Web App,2,108,0
"👕1⃣4⃣🤝1⃣0⃣🇫🇷

#Bundesliga #VFBBMG https://t.co/QfWoPdcy25",126,2022-03-05 16:45:00+00:00,Twitter Web App,3,57,0
"Alles bereit!

#Bundesliga #VFBBMG https://t.co/cSfM3K8ySy",78,2022-03-05 16:40:00+00:00,Twitter Web App,4,58,0
⬇️ Die Start-1⃣1⃣ der Gastgeber ⬇️ #VFBBMG https://t.co/XZoAUZIVir,33,2022-03-05 16:35:26+00:00,Twitter Web App,1,66,0
"Hi Jungs! 👊

#Bundesliga #VFBBMG https://t.co/fsxkX2D3rX",88,2022-03-05 16:33:39+00:00,Twitter Web App,4,56,0
"Blick hinein 👀

#Bundesliga #VfBBMG https://t.co/CAL4zjoAAU",79,2022-03-05 16:30:25+00:00,Twitter for iPhone,3,59,0
"🤕 @stindl28 (Aufbautraining), @tonyjantschke  (Knieprobleme), Marvin Friedrich und Stefan Lainer (beide krank) stehen heute nicht im Kader. Gute Besserung, Jungs! #VFBBMG",61,2022-03-05 16:27:01+00:00,Twitter Web App,3,170,0
"Das ist unsere #FohlenElf für #VFBBMG! 🐎💚

#Bundesliga https://t.co/7y42D1lvaH",218,2022-03-05 16:25:30+00:00,Twitter Web App,21,78,0
"Borussias U23 macht's vor! Die junge #FohlenElf hat am Nachmittag @Alemannia_AC mit 3:2 (1:1) geschlagen. Stark, Jungs!",77,2022-03-05 16:23:56+00:00,Twitter for Advertisers,2,119,0
"Servus @VfB! 👋

#Bundesliga #VFBBMG https://t.co/EAosTNYwiD",110,2022-03-05 16:04:10+00:00,Twitter for iPhone,4,59,0
"⚔️ MATCHDAY ⚔️

⏱️ 18:30 Uhr
🏟️ Mercedes-Benz Arena
⚔️ #VfBBMG
📱 Liveticker: #FohlenApp
📻 @Bitburger #FohlenRadio
📺 @SkySportDE: https://t.co/qlMGdOqYLg https://t.co/7DpAJkqJYC",121,2022-03-05 09:30:00+00:00,Twitter Web App,5,176,1
"Der BORUSSIA-PARK füllt sich! ✊🤩

Beim kommenden Heimspiel der #FohlenElf am Samstag, 12. März (18:30 Uhr), gegen @HerthaBSC werden alle „Dauerkarten Plus“ und alle „Saisonkarten“ auf Sitzplätzen automatisch freigeschaltet. 🎫

Alle Infos zum Vorverkauf ⤵",136,2022-03-04 15:10:00+00:00,Twitter for Advertisers,8,254,0
"Drei Torvorlagen, ein eigenes erzielt und ganz viel Spielfreude, ihr habt zurecht @alassane_plea zum #CichonPM-Spieler des Monats Februar gewählt! 🏆 Félicitation, Lasso! 🤩 https://t.co/jF9BsfsPDD",181,2022-03-04 13:03:36+00:00,Twitter Web App,6,195,0
"ℹ Tickets für Kurzentschlossene können nur noch am heutigen Freitag bis 15:00 Uhr im Online-Ticketshop erworben werden. 🎟
Es wird keine Tagekasse öffnen.",33,2022-03-04 12:11:34+00:00,Twitter Web App,4,153,0
"Flanke, Kopfball, Tor! 💪

Dagegen hätten wir auch im Duell mit dem @VfB nichts einzuwenden. Im Hinspiel gab's ein 1:1-Unentschieden. Höchste Zeit also für einen Sieg - mit Köpfchen! ☝

Alle weiteren Zahlen &amp; Fakten zu #VFBBMG ⤵",80,2022-03-04 12:08:51+00:00,Twitter for Advertisers,3,231,0
"Schippers: „Alle Fans, Freunde &amp; Mitglieder sind herzlich aufgerufen, sich mit einer Spende zu beteiligen und den Gesamtbetrag, den die ganze Borussia-Familie zusammenträgt, zu vergrößern“.

Zum Auftakt spendet Borussia für jedes der 94.269 Mitglieder einen Euro. #BorussiaHilft https://t.co/SnRji5zvzm",139,2022-03-04 10:14:47+00:00,Twitter Web App,6,306,1
"Borussia setzt sich für ein friedliches Miteinander ein und verurteilt Krieg jeder Art. Mit #BorussiaHilft wollen wir - neben unserer bekundeten Solidarität - konkrete Hilfe für die Menschen in der Ukraine leisten. 🇺🇦

#StandWithUkraine️ #FohlenVerantwortung #BundesligaWirkt",339,2022-03-04 10:12:03+00:00,Twitter for Advertisers,33,275,0
"5️⃣ Jahre und 152 Pflichtspiele für Borussia! 
André Winkhold feiert heute seinen 6️⃣0️⃣. Geburtstag! 🥳 Wir wünschen alles Gute und viel Gesundheit 🍀 https://t.co/E7l15lmoFJ",148,2022-03-04 07:20:00+00:00,Twitter Web App,3,173,0
"🎙️ Neue Folge @Unibet_DE #FohlenPodcast

Neben dem Blick auf #VFBBMG sprechen Chris, Flo und @HrKapellmeister über einen vermehrten Fanwunsch, die Zunahme der Zweikampfintensität und Schwierigkeiten als Einwechselspieler. Außerdem erfahrt ihr einen Funfact über @YannSommer1. 😉 https://t.co/CNzZT9rMmV",40,2022-03-03 16:53:05+00:00,Twitter Web App,3,301,0
"Hinter Borussias U23 liegen emotional bewegende Tage. 

Am Samstag (14:00 Uhr) geht es für die junge #FohlenElf dennoch in der Regionalliga West gegen @Alemannia_AC weiter. 

Viel Erfolg, Jungs! ⚫⚪🟢",99,2022-03-03 16:22:09+00:00,Twitter for Advertisers,3,198,0
"🆚 Der Gegner: @VfB
🧮 Tabellenplatz: 17
📈 Formkurve: N U N
👤 Trainer: Pellegrino Matarazzo
🔢 System: 4-1-4-1
🔎 Im Fokus: Tiago Tomás

Mehr Infos zum Gegner ⬇️",69,2022-03-03 15:00:02+00:00,Twitter for Advertisers,2,157,1
📆 Die #Bundesliga-Spieltage 2⃣8⃣-3⃣0⃣ wurden zeitgenau terminiert. Das Derby steigt am Samstagabend! https://t.co/RKo6sh2xzP,108,2022-03-03 13:30:04+00:00,Twitter Web App,5,124,0
Es gibt keine weiteren Fragen mehr – damit ist die Pressekonferenz vor #VFBBMG beendet. Hier könnt ihr euch sie noch einmal in voller Länge anschauen: https://t.co/okNFBRqy5Q,20,2022-03-03 12:23:28+00:00,Twitter Web App,2,174,1
"Hütter: @MatzeGinter wird bis zum Schluss alles für den Verein geben. Fehler können trotzdem passieren. Er ist deutscher Nationalspieler, er wird im Sommer einen neuen Verein finden. Aber jetzt gilt seine ganze Konzentration Borussia Mönchengladbach. #VFBBMG",36,2022-03-03 12:23:04+00:00,Twitter Web App,2,258,1
"Hütter: Gefährliche Flanken und Kopfballtore tun uns gut, das ist im Angriff eine zusätzliche Option, die mir als Trainer sehr gut gefällt. #VFBBMG",21,2022-03-03 12:22:04+00:00,Twitter Web App,0,147,1
"Hütter: Wir hatten in der letzten Zeit viele gute Chancen nach Standards. Jonas Hofmann bringt die Bälle sehr ordentlich herein, doch im Zentrum müssen wir vielleicht noch ein paar Prozente entschlossener sein und das Glück noch mehr erzwingen. #VFBBMG",20,2022-03-03 12:19:06+00:00,Twitter Web App,0,252,1
"Hütter: @stindl28  hat die Reha hinter sich gebracht und ist auf einem guten Weg. Er wird jetzt nach und nach ans Mannschaftstraining herangeführt. Es braucht aber noch ein wenig Zeit und Geduld, bis er auch wieder spielen kann. #VFBBMG",18,2022-03-03 12:14:37+00:00,Twitter Web App,0,236,1
"Hütter: Flo Neuhaus ist kein klarer Sechser, trotzdem hat er zuletzt unheimlich viel dazu gelernt, ist läuferisch viel besser geworden und entscheidet viele Zweikämpfe für sich. Ob er am Wochenende eventuell wieder auf die Zehn vorrückt, habe ich noch nicht entschieden. #VFBBMG",21,2022-03-03 12:13:40+00:00,Twitter Web App,0,278,1
Hütter: Alassane Plea hat die schwierige Situation super angenommen. Er hat noch einmal eine Schippe draufgelegt. Seit dem Spiel in Bielefeld ist er in einer hervorragenden Verfassung und tut der Mannschaft mit seinen starken Leistungen gut. #VFBBMG,21,2022-03-03 12:10:07+00:00,Twitter Web App,0,249,1
"Hütter: Uns tut sowohl die Erfahrung von Chris Kramer, und das Rotzfreche von Manu Koné gut. Daher fällt es mir schwer, einen von beiden rauszulassen. Aber vielleicht laufen beide in Stuttgart ja auch gemeinsam auf. #VFBBMG",29,2022-03-03 12:08:22+00:00,Twitter Web App,0,223,1
"Virkus: Natürlich wäre es wichtig, in Stuttgart zu punkten, damit wir den Abstand halten können. Aber nicht nur das Spiel am Samstag ist wichtig, sondern alle übrigen Partien. #VFBBMG",14,2022-03-03 12:08:06+00:00,Twitter Web App,0,183,1
"Hütter: Die Stuttgarter stehen für mich zu Unrecht so weit unten, sie haben viel Qualität, hatten aber in vielen Spielen etwas Pech. Trotzdem wollen wir natürlich dort punkten. Die Leistung im Spiel gegen Wolfsburg nach dem 0:2-Rückstand hat uns Mut gemacht. #VFBBMG",13,2022-03-03 12:07:50+00:00,Twitter Web App,0,266,1
"Hütter: Bei Tony Jantschke schaut es so, dass er in Stuttgart wieder einsatzfähig ist. Bei Marvin Friedrich wird’s sich nicht ausgehen fürs Wochenende. @bensebainiRams hat heute ausgesetzt, wird aber am Samstag dabei sein. #VFBBMG",22,2022-03-03 12:04:36+00:00,Twitter Web App,2,230,1
Sportdirektor Roland Virkus und Cheftrainer Adi Hütter haben auf dem Podium Platz genommen. Die Pressekonferenz vor #VFBBMG geht jetzt los.,22,2022-03-03 12:01:25+00:00,Twitter Web App,1,139,0
"🎙️ Spieltags-PK vor #VFBBMG
⏰ 13:00 Uhr
👥 Roland Virkus &amp; Adi Hütter
📺 Livestream: https://t.co/okNFBRqy5Q
👇 Die wichtigsten Aussagen im Ticker https://t.co/C7f6FwjMv2",81,2022-03-03 11:00:50+00:00,Twitter Web App,5,171,1
"Happy Birthday, Jörg Stiel! 🥳
Der Goalie feiert heute seinen 5️⃣4️⃣. Geburtstag. Lass dich ordentlich feiern! 🎈 https://t.co/ybh5XDMAxm",263,2022-03-03 08:00:01+00:00,Twitter Web App,6,135,0
"Euer News-Update aus dem BORUSSIA-PARK! Hier erhaltet ihr u.a. Infos zur aktuellen personellen Situation, dem neuen Leiter Nachwuchsleistungszentrum &amp; dem Ticketverkauf für die Partie beim @vfb sowie dem Heimspiel gegen den @VfLBochum1848eV.",53,2022-03-02 16:23:57+00:00,Twitter for Advertisers,2,245,0
Da helfen wir doch gerne 😀 https://t.co/SjVSa0ysju https://t.co/L4J2gC9FQh,153,2022-03-02 15:43:53+00:00,Twitter Web App,4,74,0
"📸⚽️🏃‍♂️

🔜 #VFBBMG https://t.co/jpT4JVpbVA",156,2022-03-02 15:34:23+00:00,Twitter Web App,8,42,0
"Roland Virkus: „Ich habe in den vergangenen Jahren sehr eng mit Mirko zusammengearbeitet und er genießt unser volles Vertrauen. Er kennt unsere Philosophie, unsere Arbeitsweise, unsere Struktur und braucht keine Einarbeitungszeit.“ https://t.co/Us6Yt5TSnS",80,2022-03-02 10:01:03+00:00,Twitter Web App,1,255,1
"ℹ️ Mirko Sandmöller ist ab sofort Direktor des Nachwuchs-Leistungszentrums von Borussia. Der seit 2008 im Verein tätige 38-Jährige folgt damit auf Roland Virkus, der seit einer Woche als Sportdirektor des VfL fungiert. 

Mehr Infos dazu ⬇️",191,2022-03-02 10:00:06+00:00,Twitter for Advertisers,9,239,0
"Seid beim Auswärtsspiel der Fohlen am Samstagabend (18:30 Uhr) in Stuttgart live dabei. Der freie Ticket-Vorverkauf für #VFBBMG ist jetzt gestartet.

👉 https://t.co/nSC9KjJ1vF https://t.co/LQ7YnpIlff",44,2022-03-02 09:27:10+00:00,Twitter Web App,1,199,0
Zum Abschluss der VBL Saison gibt es ein Unentschieden 🤝 @borussia_esport belegt damit den achten Tabellenplatz 🎮⚽️ https://t.co/7hY7E9iuNn,42,2022-03-02 08:24:09+00:00,Twitter Web App,1,139,0
"🎙 Neuer Monat, neuer @Unibet_DE #FohlenPodcast! Diesmal ist Luca Netz zu Gast bei @HrKapellmeister. Der 20-Jährige erzählt nicht nur von seinem fußballerischen Werdegang, sondern verrät unter anderem auch was ihm blüht, wenn er Tony Jantschke im Training einen Tunnel verpasst 😃 https://t.co/w7QwbDEy08",92,2022-03-01 19:09:26+00:00,Twitter Web App,4,302,0
"Stark! Und jetzt weiter so, Jungs! 👊😤 https://t.co/dKVwUFqdM4",53,2022-03-01 18:44:21+00:00,Twitter Web App,1,61,0
"Ohne Marvin Friedrich, Tony Jantschke und Mamadou Doucouré starteten #dieFohlen heute die Vorbereitung auf das kommende Auswärtsspiel beim VfB Stuttgart. 

©️ Lars Stindl absolvierte währenddessen ein individuelles Training mit Ball.

Mehr Infos 👇",96,2022-03-01 17:29:18+00:00,Twitter for Advertisers,4,247,0
